date,temp_max,temp_min,rain,wind,humidity,pressure
2025-06-06,38.8,28.3,0.0,12.5,16,940.6
2025-06-07,39.8,28.8,0.0,12.3,17,939.5
2025-06-08,40.8,29.8,0.0,11.3,12,939.1
2025-06-09,42.3,29.0,0.0,15.8,14,937.7
2025-06-10,44.3,31.9,0.0,15.2,12,935.6
2025-06-11,44.0,31.0,0.0,12.6,10,935.7
2025-06-12,43.8,31.4,0.0,10.6,11,936.8
2025-06-13,45.0,31.9,0.0,12.6,10,937.0
2025-06-14,44.2,32.3,0.0,14.5,13,936.9
2025-06-15,44.3,32.4,0.0,13.0,11,935.4
2025-06-16,45.5,32.5,0.0,15.6,9,933.8
2025-06-17,45.1,32.6,0.0,16.3,10,934.2
2025-06-18,42.5,32.0,0.0,13.0,14,936.3
2025-06-19,41.1,30.4,0.0,12.6,13,936.8
2025-06-20,40.8,29.9,0.0,18.0,11,936.6
2025-06-21,41.0,29.9,0.0,16.4,10,936.5
2025-06-22,41.0,29.8,0.0,14.1,9,936.0
2025-06-23,41.7,30.3,0.0,13.4,10,935.1
2025-06-24,43.1,31.2,0.0,7.5,11,934.0
2025-06-25,42.6,31.8,0.0,11.5,11,933.7
2025-06-26,42.1,31.2,0.0,12.2,13,934.5
2025-06-27,42.8,31.6,0.0,13.6,11,934.1
2025-06-28,43.7,31.6,0.0,8.5,11,932.6
2025-06-29,43.0,33.0,0.0,15.2,12,931.9
2025-06-30,41.7,32.5,0.0,17.8,9,932.3
2025-07-01,41.8,32.5,0.0,15.0,12,933.3
2025-07-02,41.0,31.0,0.0,11.1,15,934.7
2025-07-03,41.4,31.1,0.0,13.0,14,934.7
2025-07-04,41.0,32.0,0.0,12.0,18,934.9
2025-07-05,40.8,31.8,0.0,13.1,18,935.5
2025-07-06,38.8,29.9,0.0,17.5,13,935.1
2025-07-07,39.7,28.6,0.0,15.6,15,933.9
2025-07-08,40.8,29.4,0.0,14.9,15,933.5
2025-07-09,41.3,30.0,0.0,15.2,15,933.6
2025-07-10,42.5,30.0,0.0,17.6,12,933.2
2025-07-11,42.3,31.6,0.0,11.2,10,933.9
2025-07-12,43.0,31.4,0.0,12.5,12,935.3
2025-07-13,43.9,32.2,0.0,15.5,12,935.4
2025-07-14,44.9,33.0,0.0,15.1,16,934.3
2025-07-15,44.7,33.2,0.0,13.4,12,933.3
2025-07-16,44.6,33.1,0.0,15.1,11,934.2
2025-07-17,44.5,34.3,0.0,14.0,13,934.7
2025-07-18,43.7,33.3,0.0,13.7,12,935.5
2025-07-19,43.1,32.7,0.0,18.5,16,935.1
2025-07-20,42.5,31.7,0.0,19.1,14,933.6
2025-07-21,43.5,31.0,0.0,14.6,11,933.7
2025-07-22,44.0,32.4,0.0,14.1,12,934.7
2025-07-23,44.2,32.5,0.0,16.2,13,933.5
2025-07-24,43.4,32.8,0.0,15.2,14,931.0
2025-07-25,44.0,32.0,0.0,10.5,14,930.5
2025-07-26,44.4,32.6,0.0,11.9,14,931.8
2025-07-27,44.8,33.7,0.0,11.0,14,932.8
2025-07-28,45.5,33.5,0.0,11.7,13,932.7
2025-07-29,45.5,33.3,0.0,13.3,12,934.0
2025-07-30,46.2,33.2,0.0,16.7,12,934.9
2025-07-31,44.4,33.6,0.0,11.8,14,933.9
2025-08-01,44.0,32.8,0.0,10.5,15,933.6
2025-08-02,44.2,33.0,0.0,14.4,12,934.8
2025-08-03,44.0,33.2,0.0,12.3,16,935.8
2025-08-04,43.8,33.9,0.0,13.8,16,936.8
2025-08-05,43.8,33.2,0.0,14.8,17,935.8
2025-08-06,43.7,32.8,0.0,12.4,16,934.5
2025-08-07,43.8,32.5,0.0,12.4,18,933.7
2025-08-08,45.0,34.3,0.0,15.7,18,934.3
2025-08-09,44.5,36.8,0.0,17.4,15,936.4
2025-08-10,43.7,33.7,0.0,9.7,19,936.1
2025-08-11,45.2,34.5,0.0,12.2,17,934.8
2025-08-12,44.0,35.1,0.0,10.9,18,935.9
2025-08-13,44.2,34.2,0.0,16.2,23,936.4
2025-08-14,44.2,33.7,0.0,19.2,13,935.0
2025-08-15,43.2,31.6,0.0,12.8,8,932.8
2025-08-16,43.7,32.0,0.0,14.7,12,932.0
2025-08-17,42.8,32.0,0.0,13.7,11,933.5
2025-08-18,43.1,32.3,0.0,13.0,10,934.8
2025-08-19,42.1,32.2,0.0,12.7,13,935.0
2025-08-20,41.3,31.3,0.0,15.5,14,933.8
2025-08-21,42.3,31.2,0.0,16.8,17,934.3
2025-08-22,42.1,31.5,0.0,13.4,20,935.4
2025-08-23,42.4,30.5,0.0,12.4,19,934.4
2025-08-24,41.8,31.0,0.0,11.4,18,934.7
2025-08-25,42.4,31.0,0.0,14.0,17,935.1
2025-08-26,42.4,31.4,0.0,16.1,15,935.3
2025-08-27,40.9,32.1,0.0,14.5,14,935.5
2025-08-28,41.0,31.4,0.0,11.7,17,936.2
2025-08-29,42.0,31.0,0.0,14.3,20,937.0
2025-08-30,41.7,31.2,0.0,17.1,18,938.2
2025-08-31,42.0,31.1,0.0,18.1,18,937.4
2025-09-01,41.2,30.6,0.0,13.0,18,935.8
2025-09-02,41.0,30.8,0.0,12.4,22,934.3
2025-09-03,42.0,31.0,0.0,12.3,20,934.0
2025-09-04,41.4,29.4,0.0,14.1,18,935.7
2025-09-05,40.8,30.0,0.0,14.5,17,937.8
2025-09-06,39.9,30.2,0.0,14.0,38,938.9
2025-09-07,41.3,31.0,0.0,12.4,24,938.1
2025-09-08,41.8,29.6,0.0,13.3,20,937.0
2025-09-09,43.0,31.5,0.0,16.4,12,936.8
2025-09-10,42.0,31.1,0.0,15.3,14,937.8
2025-09-11,41.8,30.9,0.0,11.9,15,937.7
2025-09-12,42.3,31.0,0.0,13.5,17,938.7
2025-09-13,40.6,30.6,0.0,14.5,27,940.0
2025-09-14,38.8,29.3,0.0,16.6,18,940.3
2025-09-15,39.3,27.4,0.0,15.4,17,940.3
2025-09-16,39.3,27.4,0.0,12.3,17,939.8
2025-09-17,40.5,27.5,0.0,15.9,14,939.5
2025-09-18,41.4,27.9,0.0,12.0,17,939.7
2025-09-19,42.8,32.2,0.0,11.7,14,939.2
2025-09-20,42.8,30.5,0.0,17.5,15,938.2
2025-09-21,42.5,30.4,0.0,14.3,25,938.3
2025-09-22,40.0,30.0,0.0,12.3,37,940.9
2025-09-23,38.8,28.6,0.0,10.7,29,942.9
2025-09-24,37.3,27.9,0.0,9.3,22,941.9
2025-09-25,39.5,27.4,0.0,10.5,16,938.9
2025-09-26,41.5,29.1,0.0,14.5,12,938.6
2025-09-27,40.5,29.3,0.0,12.3,14,940.5
2025-09-28,40.0,30.1,0.0,11.0,21,942.4
2025-09-29,38.7,28.5,0.0,9.8,24,942.4
2025-09-30,39.2,27.8,0.0,10.6,19,939.3
2025-10-01,38.4,27.9,0.0,10.7,21,937.9
2025-10-02,35.5,26.0,0.0,9.6,22,939.8
2025-10-03,35.0,25.7,0.0,9.7,27,942.5
2025-10-04,34.7,24.1,0.0,13.3,23,944.1
2025-10-05,34.7,24.0,0.0,15.4,23,942.1
2025-10-06,34.8,23.4,0.0,9.9,17,941.0
2025-10-07,35.2,22.5,0.0,8.5,17,941.4
2025-10-08,35.0,23.1,0.0,8.7,19,941.8
2025-10-09,35.8,22.7,0.0,13.2,20,943.8
2025-10-10,36.3,24.2,0.0,11.1,19,944.3
2025-10-11,34.5,24.8,0.0,8.8,24,944.2
2025-10-12,34.2,24.3,0.0,7.9,28,943.7
2025-10-13,35.7,24.1,0.0,13.2,28,943.5
2025-10-14,33.8,24.1,0.0,13.5,35,943.9
2025-10-15,33.4,22.9,0.0,11.4,46,943.5
2025-10-16,32.8,22.5,0.0,10.1,25,943.5
2025-10-17,33.2,22.0,0.0,7.6,21,945.1
2025-10-18,33.7,23.6,0.0,13.4,21,945.7
2025-10-19,34.2,23.5,0.0,17.0,23,943.9
2025-10-20,33.5,23.0,0.0,10.3,25,943.3
2025-10-21,33.2,23.0,0.0,9.0,23,945.1
2025-10-22,32.7,22.2,0.0,11.9,28,947.0
2025-10-23,32.2,21.1,0.0,14.3,28,946.4
2025-10-24,32.6,20.8,0.0,12.7,25,945.2
2025-10-25,33.3,21.1,0.0,10.4,23,943.9
2025-10-26,33.4,22.0,0.0,9.0,20,943.9
2025-10-27,33.0,20.6,0.0,9.9,20,945.1
2025-10-28,32.4,21.0,0.0,9.4,31,945.4
2025-10-29,32.2,20.5,0.0,10.2,34,944.4
2025-10-30,32.3,20.1,0.0,13.9,24,943.4
2025-10-31,30.6,20.1,0.0,13.0,26,944.7
2025-11-01,30.5,19.1,0.0,12.7,33,945.9
2025-11-02,30.2,19.5,0.0,10.3,26,947.2
2025-11-03,29.8,19.0,0.0,11.9,12,947.8
2025-11-04,29.4,17.2,0.0,10.9,18,947.0
2025-11-05,29.0,15.9,0.0,7.5,20,946.2
2025-11-06,29.1,15.6,0.0,5.9,19,945.6
2025-11-07,29.5,15.9,0.0,5.8,23,946.0
2025-11-08,29.7,16.1,0.0,8.2,24,947.5
2025-11-09,28.8,16.5,0.0,7.9,21,947.6
2025-11-10,27.5,16.9,0.0,8.0,25,946.6
2025-11-11,27.1,15.6,0.0,7.0,29,945.8
2025-11-12,27.5,17.0,0.0,7.5,25,946.9
2025-11-13,27.3,16.2,0.0,7.8,42,948.2
2025-11-14,28.0,16.8,0.0,10.8,26,946.4
2025-11-15,28.8,18.9,0.0,11.3,28,945.1
2025-11-16,28.1,19.6,0.0,13.8,31,948.0
2025-11-17,28.3,19.9,0.0,9.2,30,950.1
2025-11-18,27.5,19.5,0.0,10.3,39,949.9
2025-11-19,27.3,17.4,0.0,9.3,38,949.5
2025-11-20,28.1,17.5,0.0,9.0,39,950.8
2025-11-21,27.5,17.5,0.0,9.2,30,951.4
2025-11-22,25.5,16.0,0.0,12.2,39,950.6
2025-11-23,24.4,13.6,0.0,7.4,24,949.2
2025-11-24,26.0,13.5,0.0,6.1,30,948.4
2025-11-25,24.8,14.3,0.0,7.6,31,948.0
2025-11-26,25.3,15.4,0.0,7.2,44,947.0
2025-11-27,26.9,15.1,0.0,9.1,46,947.5
2025-11-28,26.9,15.7,0.0,7.6,38,948.9
2025-11-29,27.1,15.3,0.0,7.0,36,948.1
2025-11-30,27.4,15.2,0.0,5.8,39,947.5
2025-12-01,27.5,15.6,0.0,7.3,37,947.0
2025-12-02,26.8,17.2,0.0,6.8,36,946.2
2025-12-03,25.5,15.6,0.0,7.0,46,945.7
2025-12-04,23.5,15.6,0.1,8.4,57,947.5
2025-12-05,24.3,16.0,0.0,7.3,51,947.9
2025-12-06,24.5,15.9,0.0,9.2,57,948.4
2025-12-07,24.5,16.1,0.0,10.7,40,948.0
2025-12-08,24.5,16.5,0.0,10.3,54,947.5
2025-12-09,25.6,17.0,0.0,15.8,52,945.4
2025-12-10,25.9,18.0,0.0,13.2,51,944.3
2025-12-11,26.7,18.5,0.0,11.5,72,943.5
2025-12-12,24.4,15.7,0.2,7.3,87,943.6
2025-12-13,22.2,15.2,0.9,11.3,89,943.9
2025-12-14,21.0,14.1,0.6,13.2,77,945.0
2025-12-15,17.8,11.9,6.4,13.7,93,942.5
2025-12-16,16.6,10.9,0.9,7.2,97,940.4
2025-12-17,18.8,11.2,0.1,7.2,95,941.5
2025-12-18,12.8,6.9,7.0,18.7,88,945.1
2025-12-19,13.8,6.8,0.0,22.4,85,945.4
2025-12-20,15.9,6.8,0.0,11.4,76,945.6
2025-12-21,16.9,6.1,0.0,6.1,83,947.6
2025-12-22,17.5,8.6,0.0,11.4,77,948.1
2025-12-23,18.8,10.1,0.0,11.1,76,946.9
2025-12-24,23.0,10.5,0.0,8.0,50,945.5
2025-12-25,21.0,11.4,0.0,9.3,71,946.3
2025-12-26,20.9,12.9,0.0,10.3,65,943.7
2025-12-27,24.4,13.9,0.0,11.3,61,940.9
2025-12-28,25.3,16.5,0.0,14.9,47,939.1
2025-12-29,22.0,11.9,0.0,7.9,60,943.0
2025-12-30,20.9,13.2,0.0,10.5,51,947.0
2025-12-31,18.7,9.2,0.0,9.9,65,948.3
